# x(m)  y(m)  z(m)  nx  ny  nz
  -5.04126973E-01   1.88132930E+00   8.86175701E-02   3.89912731E-02  -2.43692314E-01   9.69068489E-01
  -5.03752188E-01   1.87992874E+00   8.82413249E-02   4.14389758E-02  -2.54671557E-01   9.66139332E-01
  -5.03379345E-01   1.87853548E+00   8.78490555E-02   4.39037599E-02  -2.65666234E-01   9.63064853E-01
  -5.03008503E-01   1.87714973E+00   8.74408127E-02   4.63856926E-02  -2.76677009E-01   9.59842800E-01
  -5.02639723E-01   1.87577172E+00   8.70166474E-02   4.88848228E-02  -2.87704480E-01   9.56470808E-01
  -5.02273068E-01   1.87440169E+00   8.65766271E-02   5.13958134E-02  -2.98727775E-01   9.52953402E-01
  -5.01908597E-01   1.87303987E+00   8.61208615E-02   5.39135501E-02  -3.09727095E-01   9.49295768E-01
  -5.01546365E-01   1.87168644E+00   8.56494650E-02   5.64380126E-02  -3.20703005E-01   9.45496871E-01
  -5.01186425E-01   1.87034162E+00   8.51625518E-02   5.89691826E-02  -3.31656053E-01   9.41555574E-01
  -5.00828833E-01   1.86900561E+00   8.46602360E-02   6.15070427E-02  -3.42586762E-01   9.37470636E-01
  -5.00473641E-01   1.86767860E+00   8.41426316E-02   6.40515762E-02  -3.53495630E-01   9.33240717E-01
  -5.00120904E-01   1.86636080E+00   8.36098526E-02   6.66027661E-02  -3.64383120E-01   9.28864368E-01
  -4.99770676E-01   1.86505242E+00   8.30620128E-02   6.91605950E-02  -3.75249656E-01   9.24340039E-01
  -4.99423011E-01   1.86375364E+00   8.24992259E-02   7.17250436E-02  -3.86095620E-01   9.19666075E-01
  -4.99077963E-01   1.86246467E+00   8.19216056E-02   7.42960907E-02  -3.96921344E-01   9.14840717E-01
  -4.98735592E-01   1.86118574E+00   8.13292906E-02   7.68675321E-02  -4.07702933E-01   9.09873453E-01
  -4.98395949E-01   1.85991704E+00   8.07224511E-02   7.94370373E-02  -4.18431366E-01   9.04767898E-01
  -4.98059087E-01   1.85865876E+00   8.01012572E-02   8.20048565E-02  -4.29107436E-01   8.99523214E-01
  -4.97725055E-01   1.85741109E+00   7.94658791E-02   8.45712550E-02  -4.39731921E-01   8.94138435E-01
  -4.97393906E-01   1.85617422E+00   7.88164867E-02   8.71365118E-02  -4.50305580E-01   8.88612465E-01
  -4.97065690E-01   1.85494835E+00   7.81532496E-02   8.97009191E-02  -4.60829147E-01   8.82944076E-01
  -4.96740458E-01   1.85373366E+00   7.74763377E-02   9.22647809E-02  -4.71303326E-01   8.77131908E-01
  -4.96418262E-01   1.85253035E+00   7.67859204E-02   9.48284126E-02  -4.81728783E-01   8.71174467E-01
  -4.96099151E-01   1.85133860E+00   7.60821671E-02   9.73921392E-02  -4.92106139E-01   8.65070124E-01
  -4.95783178E-01   1.85015861E+00   7.53652470E-02   9.99562948E-02  -5.02435969E-01   8.58817114E-01
  -4.95470397E-01   1.84899059E+00   7.46353560E-02   1.02516219E-01  -5.12699677E-01   8.52425637E-01
  -4.95160857E-01   1.84783471E+00   7.38927014E-02   1.05072556E-01  -5.22898209E-01   8.45894332E-01
  -4.94854609E-01   1.84669118E+00   7.31374882E-02   1.07626023E-01  -5.33032529E-01   8.39221641E-01
  -4.94551701E-01   1.84556016E+00   7.23699209E-02   1.10177346E-01  -5.43103555E-01   8.32405839E-01
  -4.94252183E-01   1.84444185E+00   7.15902037E-02   1.12727264E-01  -5.53112155E-01   8.25445036E-01
  -4.93956105E-01   1.84333644E+00   7.07985411E-02   1.15276521E-01  -5.63059141E-01   8.18337172E-01
  -4.93663515E-01   1.84224410E+00   6.99951370E-02   1.17825866E-01  -5.72945258E-01   8.11080019E-01
  -4.93374462E-01   1.84116504E+00   6.91801953E-02   1.20376054E-01  -5.82771177E-01   8.03671177E-01
  -4.93088997E-01   1.84009943E+00   6.83539197E-02   1.22927839E-01  -5.92537492E-01   7.96108075E-01
  -4.92807169E-01   1.83904745E+00   6.75165138E-02   1.25481978E-01  -6.02244704E-01   7.88387969E-01
  -4.92529029E-01   1.83800932E+00   6.66681986E-02   1.28037036E-01  -6.11885006E-01   7.80514739E-01
  -4.92254626E-01   1.83698520E+00   6.58091894E-02   1.30595267E-01  -6.21463528E-01   7.72481689E-01
  -4.91984009E-01   1.83597529E+00   6.49396965E-02   1.33157617E-01  -6.30980570E-01   7.64285660E-01
  -4.91717227E-01   1.83497977E+00   6.40599303E-02   1.35725016E-01  -6.40436313E-01   7.55923309E-01
  -4.91454328E-01   1.83399883E+00   6.31701008E-02   1.38298373E-01  -6.49830815E-01   7.47391110E-01
  -4.91195361E-01   1.83303264E+00   6.22704177E-02   1.40878575E-01  -6.59163996E-01   7.38685355E-01
  -4.90940375E-01   1.83208141E+00   6.13610909E-02   1.43466481E-01  -6.68435631E-01   7.29802149E-01
  -4.90689418E-01   1.83114531E+00   6.04423297E-02   1.46062921E-01  -6.77645334E-01   7.20737417E-01
  -4.90442540E-01   1.83022452E+00   5.95143435E-02   1.48668690E-01  -6.86792552E-01   7.11486902E-01
  -4.90199789E-01   1.82931924E+00   5.85773414E-02   1.51284545E-01  -6.95876546E-01   7.02046166E-01
  -4.89961215E-01   1.82842966E+00   5.76315384E-02   1.53910801E-01  -7.04894790E-01   6.92412305E-01
  -4.89726865E-01   1.82755594E+00   5.66771306E-02   1.56549317E-01  -7.13850029E-01   6.82576331E-01
  -4.89496785E-01   1.82669827E+00   5.57143084E-02   1.59200564E-01  -7.22740379E-01   6.72533661E-01
  -4.89271020E-01   1.82585683E+00   5.47432616E-02   1.61864940E-01  -7.31563733E-01   6.62279583E-01
  -4.89049617E-01   1.82503178E+00   5.37641804E-02   1.64542768E-01  -7.40317737E-01   6.51809272E-01
  -4.88832623E-01   1.82422331E+00   5.27772544E-02   1.67234284E-01  -7.48999780E-01   6.41117792E-01
  -4.88620084E-01   1.82343159E+00   5.17826735E-02   1.69939635E-01  -7.57606983E-01   6.30200111E-01
  -4.88412046E-01   1.82265681E+00   5.07806272E-02   1.72658872E-01  -7.66136176E-01   6.19051107E-01
  -4.88208557E-01   1.82189913E+00   4.97713052E-02   1.75391944E-01  -7.74583891E-01   6.07665584E-01
  -4.88009664E-01   1.82115874E+00   4.87548969E-02   1.78138687E-01  -7.82946342E-01   5.96038282E-01
  -4.87815412E-01   1.82043581E+00   4.77315866E-02   1.80899267E-01  -7.91220785E-01   5.84161900E-01
  -4.87625845E-01   1.81973050E+00   4.67015429E-02   1.83672100E-01  -7.99399351E-01   5.72036045E-01
  -4.87441004E-01   1.81904298E+00   4.56649226E-02   1.86456196E-01  -8.07476499E-01   5.59656851E-01
  -4.87260928E-01   1.81837339E+00   4.46218826E-02   1.89250422E-01  -8.15446366E-01   5.47020567E-01
  -4.87085658E-01   1.81772188E+00   4.35725800E-02   1.92053496E-01  -8.23302772E-01   5.34123582E-01
  -4.86915235E-01   1.81708860E+00   4.25171719E-02   1.94863982E-01  -8.31039202E-01   5.20962450E-01
  -4.86749700E-01   1.81647371E+00   4.14558158E-02   1.97680281E-01  -8.38648811E-01   5.07533919E-01
  -4.86589093E-01   1.81587737E+00   4.03886694E-02   2.00500629E-01  -8.46124416E-01   4.93834962E-01
  -4.86433455E-01   1.81529972E+00   3.93158905E-02   2.03323091E-01  -8.53458497E-01   4.79862808E-01
  -4.86282829E-01   1.81474093E+00   3.82376373E-02   2.06145553E-01  -8.60643195E-01   4.65614972E-01
  -4.86137254E-01   1.81420113E+00   3.71540589E-02   2.08965830E-01  -8.67670747E-01   4.51088413E-01
  -4.85996769E-01   1.81368048E+00   3.60653064E-02   2.11777476E-01  -8.74522052E-01   4.36304345E-01
  -4.85861402E-01   1.81317906E+00   3.49715082E-02   2.14577447E-01  -8.81188456E-01   4.21264079E-01
  -4.85731184E-01   1.81269701E+00   3.38727935E-02   2.17362552E-01  -8.87661171E-01   4.05969416E-01
  -4.85606145E-01   1.81223441E+00   3.27692918E-02   2.20129463E-01  -8.93931293E-01   3.90422673E-01
  -4.85486315E-01   1.81179139E+00   3.16611332E-02   2.22874713E-01  -8.99989829E-01   3.74626707E-01
  -4.85371725E-01   1.81136804E+00   3.05484483E-02   2.25594703E-01  -9.05827728E-01   3.58584937E-01
  -4.85262405E-01   1.81096449E+00   2.94313685E-02   2.28285711E-01  -9.11435905E-01   3.42301367E-01
  -4.85158385E-01   1.81058083E+00   2.83100255E-02   2.30943894E-01  -9.16805276E-01   3.25780606E-01
  -4.85059696E-01   1.81021718E+00   2.71845517E-02   2.33565301E-01  -9.21926796E-01   3.09027883E-01
  -4.84966369E-01   1.80987365E+00   2.60550809E-02   2.36144542E-01  -9.26788480E-01   2.92059700E-01
  -4.84878428E-01   1.80955030E+00   2.49217583E-02   2.38673610E-01  -9.31373235E-01   2.74915995E-01
  -4.84795887E-01   1.80924719E+00   2.37847028E-02   2.41148495E-01  -9.35674300E-01   2.57606306E-01
  -4.84718762E-01   1.80896436E+00   2.26440343E-02   2.43565206E-01  -9.39685293E-01   2.40140670E-01
  -4.84647068E-01   1.80870187E+00   2.14998727E-02   2.45919791E-01  -9.43400251E-01   2.22529602E-01
  -4.84580822E-01   1.80845976E+00   2.03523386E-02   2.48208342E-01  -9.46813659E-01   2.04784069E-01
  -4.84520037E-01   1.80823808E+00   1.92015529E-02   2.50427018E-01  -9.49920480E-01   1.86915464E-01
  -4.84464729E-01   1.80803688E+00   1.80476371E-02   2.52572051E-01  -9.52716186E-01   1.68935571E-01
  -4.84414913E-01   1.80785620E+00   1.68907128E-02   2.54639769E-01  -9.55196783E-01   1.50856536E-01
  -4.84370605E-01   1.80769609E+00   1.57309021E-02   2.56626602E-01  -9.57358832E-01   1.32690825E-01
  -4.84331818E-01   1.80755659E+00   1.45683479E-02   2.58527063E-01  -9.59196673E-01   1.14479256E-01
  -4.84298554E-01   1.80743769E+00   1.34031960E-02   2.60336485E-01  -9.60707402E-01   9.62611168E-02
  -4.84270811E-01   1.80733937E+00   1.22355760E-02   2.62052543E-01  -9.61892259E-01   7.80496404E-02
  -4.84248587E-01   1.80726162E+00   1.10656171E-02   2.63673112E-01  -9.62753094E-01   5.98579123E-02
  -4.84231879E-01   1.80720441E+00   9.89344832E-03   2.65196271E-01  -9.63292347E-01   4.16988287E-02
  -4.84220683E-01   1.80716772E+00   8.71919868E-03   2.66620307E-01  -9.63513029E-01   2.35850544E-02
  -4.84214998E-01   1.80715154E+00   7.54299672E-03   2.67943717E-01  -9.63418702E-01   5.52898289E-03
  -4.84214819E-01   1.80715583E+00   6.36497075E-03   2.69165202E-01  -9.63013453E-01  -1.24573004E-02
  -4.84220144E-01   1.80718059E+00   5.18524872E-03   2.70283672E-01  -9.62301867E-01  -3.03620527E-02
  -4.84230968E-01   1.80722578E+00   4.00395820E-03   2.71298240E-01  -9.61288999E-01  -4.81739052E-02
  -4.84247284E-01   1.80729138E+00   2.82125553E-03   2.72207590E-01  -9.59982627E-01  -6.58512286E-02
  -4.84269076E-01   1.80737730E+00   1.63729729E-03   2.73011661E-01  -9.58391225E-01  -8.33720170E-02
  -4.84296325E-01   1.80748347E+00   4.52237439E-04   2.73711047E-01  -9.56522904E-01  -1.00728334E-01
  -4.84329011E-01   1.80760982E+00  -7.33770672E-04   2.74306503E-01  -9.54385929E-01  -1.17912850E-01
  -4.84367116E-01   1.80775626E+00  -1.92057429E-03   2.74798932E-01  -9.51988685E-01  -1.34918832E-01
  -4.84410620E-01   1.80792273E+00  -3.10802124E-03   2.75189373E-01  -9.49339633E-01  -1.51740140E-01
  -4.84459503E-01   1.80810914E+00  -4.29595995E-03   2.75478997E-01  -9.46447282E-01  -1.68371214E-01
  -4.84513748E-01   1.80831541E+00  -5.48423940E-03   2.75669086E-01  -9.43320151E-01  -1.84807058E-01
  -4.84573333E-01   1.80854149E+00  -6.67270912E-03   2.75761032E-01  -9.39966741E-01  -2.01043228E-01
  -4.84638239E-01   1.80878727E+00  -7.86121917E-03   2.75756319E-01  -9.36395507E-01  -2.17075810E-01
  -4.84708442E-01   1.80905268E+00  -9.04959496E-03   2.75657178E-01  -9.32619604E-01  -2.32881504E-01
  -4.84783914E-01   1.80933760E+00  -1.02376563E-02   2.75465709E-01  -9.28647596E-01  -2.48459825E-01
  -4.84864625E-01   1.80964193E+00  -1.14252144E-02   2.75184076E-01  -9.24487774E-01  -2.63810691E-01
  -4.84950545E-01   1.80996554E+00  -1.26120808E-02   2.74814455E-01  -9.20148145E-01  -2.78934412E-01
  -4.85041644E-01   1.81030835E+00  -1.37980677E-02   2.74359029E-01  -9.15636433E-01  -2.93831664E-01
  -4.85137895E-01   1.81067022E+00  -1.49829872E-02   2.73819978E-01  -9.10960065E-01  -3.08503453E-01
  -4.85239267E-01   1.81105106E+00  -1.61666521E-02   2.73199479E-01  -9.06126172E-01  -3.22951088E-01
  -4.85345730E-01   1.81145077E+00  -1.73488752E-02   2.72499698E-01  -9.01141586E-01  -3.37176151E-01
  -4.85457256E-01   1.81186922E+00  -1.85294697E-02   2.71722783E-01  -8.96012839E-01  -3.51180469E-01
  -4.85573815E-01   1.81230631E+00  -1.97082489E-02   2.70870865E-01  -8.90746163E-01  -3.64966090E-01
  -4.85695375E-01   1.81276192E+00  -2.08850084E-02   2.69946756E-01  -8.85350558E-01  -3.78527592E-01
  -4.85821902E-01   1.81323593E+00  -2.20595346E-02   2.68952018E-01  -8.79828023E-01  -3.91876845E-01
  -4.85953361E-01   1.81372823E+00  -2.32316026E-02   2.67888720E-01  -8.74183224E-01  -4.05017684E-01
  -4.86089721E-01   1.81423867E+00  -2.44009877E-02   2.66758874E-01  -8.68420500E-01  -4.17953990E-01
  -4.86230947E-01   1.81476716E+00  -2.55674652E-02   2.65564433E-01  -8.62543879E-01  -4.30689666E-01
  -4.86377007E-01   1.81531355E+00  -2.67308103E-02   2.64307288E-01  -8.56557085E-01  -4.43228629E-01
  -4.86527868E-01   1.81587775E+00  -2.78907983E-02   2.62989275E-01  -8.50463553E-01  -4.55574786E-01
  -4.86683496E-01   1.81645962E+00  -2.90472044E-02   2.61612172E-01  -8.44266440E-01  -4.67732027E-01
  -4.86843858E-01   1.81705904E+00  -3.01998040E-02   2.60177701E-01  -8.37968637E-01  -4.79704208E-01
  -4.87008922E-01   1.81767590E+00  -3.13483721E-02   2.58687526E-01  -8.31572780E-01  -4.91495142E-01
  -4.87178654E-01   1.81831008E+00  -3.24926755E-02   2.57142875E-01  -8.25079413E-01  -5.03111820E-01
  -4.87353020E-01   1.81896145E+00  -3.36324647E-02   2.55545040E-01  -8.18489494E-01  -5.14559696E-01
  -4.87531985E-01   1.81962988E+00  -3.47674925E-02   2.53895359E-01  -8.11804490E-01  -5.25842768E-01
  -4.87715515E-01   1.82031526E+00  -3.58975119E-02   2.52195103E-01  -8.05025659E-01  -5.36964913E-01
  -4.87903577E-01   1.82101746E+00  -3.70222757E-02   2.50445479E-01  -7.98154054E-01  -5.47929893E-01
  -4.88096137E-01   1.82173636E+00  -3.81415365E-02   2.48647633E-01  -7.91190541E-01  -5.58741338E-01
  -4.88293161E-01   1.82247183E+00  -3.92550467E-02   2.46802651E-01  -7.84135804E-01  -5.69402751E-01
  -4.88494615E-01   1.82322375E+00  -4.03625589E-02   2.44911562E-01  -7.76990358E-01  -5.79917502E-01
  -4.88700467E-01   1.82399201E+00  -4.14638252E-02   2.42975341E-01  -7.69754563E-01  -5.90288825E-01
  -4.88910682E-01   1.82477648E+00  -4.25585977E-02   2.40994910E-01  -7.62428626E-01  -6.00519812E-01
  -4.89125229E-01   1.82557705E+00  -4.36466277E-02   2.38969589E-01  -7.55006660E-01  -6.10621388E-01
  -4.89344073E-01   1.82639358E+00  -4.47276502E-02   2.36902133E-01  -7.47496571E-01  -6.20585414E-01
  -4.89567180E-01   1.82722595E+00  -4.58014208E-02   2.34793154E-01  -7.39898341E-01  -6.30414641E-01
  -4.89794515E-01   1.82807404E+00  -4.68676954E-02   2.32643212E-01  -7.32211834E-01  -6.40111682E-01
  -4.90026046E-01   1.82893773E+00  -4.79262295E-02   2.30452814E-01  -7.24436807E-01  -6.49679007E-01
  -4.90261737E-01   1.82981688E+00  -4.89767784E-02   2.28222419E-01  -7.16572917E-01  -6.59118944E-01
  -4.90501556E-01   1.83071137E+00  -5.00190975E-02   2.25952439E-01  -7.08619729E-01  -6.68433673E-01
  -4.90745468E-01   1.83162109E+00  -5.10529419E-02   2.23643240E-01  -7.00576722E-01  -6.77625234E-01
  -4.90993439E-01   1.83254590E+00  -5.20780665E-02   2.21295146E-01  -6.92443299E-01  -6.86695519E-01
  -4.91245436E-01   1.83348568E+00  -5.30942261E-02   2.18908442E-01  -6.84218791E-01  -6.95646275E-01
  -4.91501426E-01   1.83444032E+00  -5.41011749E-02   2.16482771E-01  -6.75900455E-01  -7.04481217E-01
  -4.91761371E-01   1.83540966E+00  -5.50986676E-02   2.14022750E-01  -6.67504330E-01  -7.13184571E-01
  -4.92025233E-01   1.83639357E+00  -5.60864895E-02   2.11528516E-01  -6.59030274E-01  -7.21758121E-01
  -4.92292977E-01   1.83739192E+00  -5.70644255E-02   2.09000168E-01  -6.50478079E-01  -7.30203532E-01
  -4.92564565E-01   1.83840457E+00  -5.80322607E-02   2.06437768E-01  -6.41847475E-01  -7.38522354E-01
  -4.92839960E-01   1.83943138E+00  -5.89897800E-02   2.03841343E-01  -6.33138137E-01  -7.46716015E-01
  -4.93119127E-01   1.84047222E+00  -5.99367679E-02   2.01210887E-01  -6.24349690E-01  -7.54785827E-01
  -4.93402029E-01   1.84152694E+00  -6.08730092E-02   1.98546362E-01  -6.15481715E-01  -7.62732981E-01
  -4.93688628E-01   1.84259542E+00  -6.17982883E-02   1.95847704E-01  -6.06533755E-01  -7.70558551E-01
  -4.93978890E-01   1.84367752E+00  -6.27123896E-02   1.93114820E-01  -5.97505320E-01  -7.78263489E-01
  -4.94272773E-01   1.84477309E+00  -6.36150943E-02   1.90349996E-01  -5.88404589E-01  -7.85841536E-01
  -4.94570233E-01   1.84588196E+00  -6.45062073E-02   1.87558670E-01  -5.79251187E-01  -7.93277888E-01
  -4.94871225E-01   1.84700397E+00  -6.53855617E-02   1.84740777E-01  -5.70045310E-01  -8.00574288E-01
  -4.95175706E-01   1.84813895E+00  -6.62529904E-02   1.81896227E-01  -5.60787087E-01  -8.07732385E-01
  -4.95483633E-01   1.84928674E+00  -6.71083266E-02   1.79024902E-01  -5.51476586E-01  -8.14753742E-01
  -4.95794962E-01   1.85044719E+00  -6.79514031E-02   1.76126663E-01  -5.42113820E-01  -8.21639827E-01
  -4.96109651E-01   1.85162012E+00  -6.87820527E-02   1.73201346E-01  -5.32698751E-01  -8.28392017E-01
  -4.96427656E-01   1.85280538E+00  -6.96001080E-02   1.70248769E-01  -5.23231294E-01  -8.35011598E-01
  -4.96748934E-01   1.85400280E+00  -7.04054018E-02   1.67268733E-01  -5.13711324E-01  -8.41499760E-01
  -4.97073441E-01   1.85521223E+00  -7.11977664E-02   1.64261022E-01  -5.04138678E-01  -8.47857600E-01
  -4.97401130E-01   1.85643348E+00  -7.19770327E-02   1.61230487E-01  -4.94530756E-01  -8.54074974E-01
  -4.97731941E-01   1.85766633E+00  -7.27430663E-02   1.58182597E-01  -4.84906976E-01  -8.60141553E-01
  -4.98065822E-01   1.85891059E+00  -7.34957537E-02   1.55117254E-01  -4.75267387E-01  -8.66059783E-01
  -4.98402718E-01   1.86016605E+00  -7.42349813E-02   1.52034332E-01  -4.65611951E-01  -8.71832021E-01
  -4.98742575E-01   1.86143252E+00  -7.49606353E-02   1.48933687E-01  -4.55940543E-01  -8.77460528E-01
  -4.99085340E-01   1.86270978E+00  -7.56726019E-02   1.45815159E-01  -4.46252962E-01  -8.82947469E-01
  -4.99430959E-01   1.86399765E+00  -7.63707671E-02   1.42678569E-01  -4.36548933E-01  -8.88294915E-01
  -4.99779377E-01   1.86529591E+00  -7.70550170E-02   1.39523723E-01  -4.26828112E-01  -8.93504837E-01
  -5.00130541E-01   1.86660436E+00  -7.77252375E-02   1.36350419E-01  -4.17090093E-01  -8.98579111E-01
  -5.00484396E-01   1.86792282E+00  -7.83813142E-02   1.33158439E-01  -4.07334409E-01  -9.03519512E-01
  -5.00840882E-01   1.86925103E+00  -7.90231343E-02   1.29953955E-01  -3.97582082E-01  -9.08317377E-01
  -5.01199930E-01   1.87058876E+00  -7.96506200E-02   1.26740497E-01  -3.87844757E-01  -9.12969491E-01
  -5.01561476E-01   1.87193576E+00  -8.02637031E-02   1.23517982E-01  -3.78121642E-01  -9.17478791E-01
  -5.01925454E-01   1.87329180E+00  -8.08623153E-02   1.20286311E-01  -3.68411856E-01  -9.21848094E-01
  -5.02291800E-01   1.87465662E+00  -8.14463879E-02   1.17045367E-01  -3.58714430E-01  -9.26080094E-01
  -5.02660448E-01   1.87602999E+00  -8.20158524E-02   1.13795021E-01  -3.49028316E-01  -9.30177364E-01
  -5.03031334E-01   1.87741167E+00  -8.25706401E-02   1.10535132E-01  -3.39352391E-01  -9.34142355E-01
  -5.03404393E-01   1.87880141E+00  -8.31106820E-02   1.07265546E-01  -3.29685461E-01  -9.37977398E-01
  -5.03779560E-01   1.88019897E+00  -8.36359092E-02   1.03986101E-01  -3.20026269E-01  -9.41684702E-01
  -5.04156769E-01   1.88160411E+00  -8.41462527E-02   1.00696630E-01  -3.10373496E-01  -9.45266355E-01
  -5.04535948E-01   1.88301656E+00  -8.46416466E-02   9.74029390E-02  -3.00745506E-01  -9.48717454E-01
  -5.04917020E-01   1.88443604E+00  -8.51220516E-02   9.41061044E-02  -2.91144357E-01  -9.52039392E-01
  -5.05299911E-01   1.88586227E+00  -8.55874294E-02   9.08060646E-02  -2.81568171E-01  -9.55234853E-01
  -5.05684548E-01   1.88729497E+00  -8.60377411E-02   8.75027441E-02  -2.72015002E-01  -9.58306375E-01
  -5.06070856E-01   1.88873389E+00  -8.64729481E-02   8.41960548E-02  -2.62482841E-01  -9.61256356E-01
  -5.06458760E-01   1.89017872E+00  -8.68930115E-02   8.08858974E-02  -2.52969622E-01  -9.64087051E-01
  -5.06848187E-01   1.89162921E+00  -8.72978922E-02   7.75721624E-02  -2.43473225E-01  -9.66800573E-01
  -5.07239062E-01   1.89308508E+00  -8.76875510E-02   7.42547316E-02  -2.33991480E-01  -9.69398897E-01
  -5.07631311E-01   1.89454605E+00  -8.80619485E-02   7.09334792E-02  -2.24522169E-01  -9.71883860E-01
  -5.08024859E-01   1.89601184E+00  -8.84210455E-02   6.76082731E-02  -2.15063032E-01  -9.74257160E-01
  -5.08419627E-01   1.89748216E+00  -8.87648059E-02   6.42827870E-02  -2.05624129E-01  -9.76517507E-01
  -5.08815535E-01   1.89895672E+00  -8.90932080E-02   6.09566224E-02  -1.96201702E-01  -9.78667044E-01
  -5.09212504E-01   1.90043522E+00  -8.94062285E-02   5.76297399E-02  -1.86793192E-01  -9.80707457E-01
  -5.09610458E-01   1.90191738E+00  -8.97038438E-02   5.43020866E-02  -1.77396001E-01  -9.82640291E-01
  -5.10009318E-01   1.90340292E+00  -8.99860301E-02   5.09735971E-02  -1.68007494E-01  -9.84466949E-01
  -5.10409006E-01   1.90489153E+00  -9.02527636E-02   4.76441946E-02  -1.58625000E-01  -9.86188694E-01
  -5.10809445E-01   1.90638294E+00  -9.05040202E-02   4.43137914E-02  -1.49245818E-01  -9.87806648E-01
  -5.11210557E-01   1.90787685E+00  -9.07397759E-02   4.09822900E-02  -1.39867217E-01  -9.89321795E-01
  -5.11612263E-01   1.90937298E+00  -9.09600063E-02   3.76495837E-02  -1.30486434E-01  -9.90734979E-01
  -5.12014486E-01   1.91087104E+00  -9.11646870E-02   3.43155578E-02  -1.21100683E-01  -9.92046908E-01
  -5.12417145E-01   1.91237073E+00  -9.13537950E-02   3.09814441E-02  -1.11711445E-01  -9.93257622E-01
  -5.12820162E-01   1.91387176E+00  -9.15273140E-02   2.76473427E-02  -1.02316437E-01  -9.94367624E-01
  -5.13223460E-01   1.91537385E+00  -9.16852281E-02   2.43131827E-02  -9.29129801E-02  -9.95377339E-01
  -5.13626965E-01   1.91687673E+00  -9.18275217E-02   2.09788779E-02  -8.34983742E-02  -9.96287061E-01
  -5.14030600E-01   1.91838010E+00  -9.19541788E-02   1.76443281E-02  -7.40698993E-02  -9.97096950E-01
  -5.14434289E-01   1.91988368E+00  -9.20651834E-02   1.43094193E-02  -6.46248176E-02  -9.97807032E-01
  -5.14837957E-01   1.92138721E+00  -9.21605193E-02   1.09740252E-02  -5.51603745E-02  -9.98417199E-01
  -5.15241528E-01   1.92289039E+00  -9.22401702E-02   7.63800718E-03  -4.56738004E-02  -9.98927207E-01
  -5.15644927E-01   1.92439295E+00  -9.23041197E-02   4.30121532E-03  -3.61623123E-02  -9.99336673E-01
  -5.16048076E-01   1.92589461E+00  -9.23523512E-02   9.63489177E-04  -2.66231151E-02  -9.99645078E-01
  -5.16450902E-01   1.92739509E+00  -9.23848474E-02  -2.37519701E-03  -1.70538373E-02  -9.99851752E-01
  -5.16853333E-01   1.92889412E+00  -9.24015987E-02  -5.71301702E-03  -7.45855825E-03  -9.99955865E-01
  -5.17255299E-01   1.93039145E+00  -9.24026000E-02  -9.05011028E-03   2.16492364E-03  -9.99956703E-01
  -5.17656734E-01   1.93188682E+00  -9.23878461E-02  -1.23866297E-02   1.18188120E-02  -9.99853433E-01
  -5.18057569E-01   1.93338000E+00  -9.23573318E-02  -1.57227409E-02   2.15053101E-02  -9.99645096E-01
  -5.18457735E-01   1.93487071E+00  -9.23110516E-02  -1.90586210E-02   3.12266182E-02  -9.99330610E-01
  -5.18857165E-01   1.93635871E+00  -9.22489999E-02  -2.23944583E-02   4.09849313E-02  -9.98908766E-01
  -5.19255791E-01   1.93784375E+00  -9.21711712E-02  -2.57304506E-02   5.07824362E-02  -9.98378229E-01
  -5.19653544E-01   1.93932557E+00  -9.20775595E-02  -2.90668046E-02   6.06213083E-02  -9.97737530E-01
  -5.20050356E-01   1.94080392E+00  -9.19681589E-02  -3.24037350E-02   7.05037090E-02  -9.96985068E-01
  -5.20446161E-01   1.94227856E+00  -9.18429633E-02  -3.57406483E-02   8.04289516E-02  -9.96119365E-01
  -5.20840893E-01   1.94374924E+00  -9.17019823E-02  -3.90737875E-02   9.03852461E-02  -9.95140064E-01
  -5.21234496E-01   1.94521575E+00  -9.15452328E-02  -4.24033454E-02   1.00373862E-01  -9.94045796E-01
  -5.21626912E-01   1.94667787E+00  -9.13727314E-02  -4.57295217E-02   1.10396047E-01  -9.92835094E-01
  -5.22018082E-01   1.94813539E+00  -9.11844946E-02  -4.90525215E-02   1.20453024E-01  -9.91506389E-01
  -5.22407948E-01   1.94958809E+00  -9.09805388E-02  -5.23725546E-02   1.30545989E-01  -9.90058009E-01
  -5.22796454E-01   1.95103577E+00  -9.07608804E-02  -5.56898336E-02   1.40676105E-01  -9.88488177E-01
  -5.23183539E-01   1.95247819E+00  -9.05255355E-02  -5.90045731E-02   1.50844500E-01  -9.86795013E-01
  -5.23569148E-01   1.95391514E+00  -9.02745203E-02  -6.23169883E-02   1.61052259E-01  -9.84976529E-01
  -5.23953222E-01   1.95534642E+00  -9.00078507E-02  -6.56272938E-02   1.71300426E-01  -9.83030631E-01
  -5.24335703E-01   1.95677180E+00  -8.97255463E-02  -6.89331658E-02   1.81581169E-01  -9.80956930E-01
  -5.24716535E-01   1.95819108E+00  -8.94276524E-02  -7.22298885E-02   1.91878098E-01  -9.78757191E-01
  -5.25095669E-01   1.95960407E+00  -8.91142207E-02  -7.55176726E-02   2.02191566E-01  -9.76430055E-01
  -5.25473057E-01   1.96101059E+00  -8.87853028E-02  -7.87967260E-02   2.12521898E-01  -9.73974085E-01
  -5.25848646E-01   1.96241046E+00  -8.84409505E-02  -8.20672532E-02   2.22869385E-01  -9.71387772E-01
